direction,relation_label,formula,relation_overlap,exact_hit,source_uris,target_uris
generated_to_reference,track release / composition date,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#trackReleaseDate,
reference_to_generated,GRid,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/grid,
reference_to_generated,Musicbrainz GUID,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/musicbrainz_guid,
reference_to_generated,activity,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/activity,
reference_to_generated,activity end,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/activity_end,
reference_to_generated,activity start,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/activity_start,
reference_to_generated,amazon_asin,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/amazon_asin,
reference_to_generated,arranged in,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/arranged_in,
reference_to_generated,arrangement of,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/arrangement_of,
reference_to_generated,artist,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/artist,
reference_to_generated,availableAs,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/availableAs,
reference_to_generated,available_as,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/available_as,
reference_to_generated,biography,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/biography,
reference_to_generated,bitsPerSample,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/bitsPerSample,
reference_to_generated,bpm,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/bpm,
reference_to_generated,catalogue number,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/catalogue_number,
reference_to_generated,channels,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/channels,
reference_to_generated,collaborated_with,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/collaborated_with,
reference_to_generated,compilation_of,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/compilation_of,
reference_to_generated,compiled,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/compiled,
reference_to_generated,compiler,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/compiler,
reference_to_generated,composed in,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/composed_in,
reference_to_generated,composer,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/composer,
reference_to_generated,conducted,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/conducted,
reference_to_generated,conductor,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/conductor,
reference_to_generated,contains_sample_from,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/contains_sample_from,
reference_to_generated,derived from,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/derived_from,
reference_to_generated,discography,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/discography,
reference_to_generated,discogs,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/discogs,
reference_to_generated,djmix_of,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/djmix_of,
reference_to_generated,djmixed,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/djmixed,
reference_to_generated,djmixed_by,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/djmixed_by,
reference_to_generated,download,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/download,
reference_to_generated,duration,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/duration,
reference_to_generated,ean,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/ean,
reference_to_generated,encodes,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/encodes,
reference_to_generated,encoding,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/encoding,
reference_to_generated,engineer,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/engineer,
reference_to_generated,engineered,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/engineered,
reference_to_generated,event homepage,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/event_homepage,
reference_to_generated,eventHomePage,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/eventHomePage,
reference_to_generated,exchange_item,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/exchange_item,
reference_to_generated,fanpage,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/fanpage,
reference_to_generated,free download,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/free_download,
reference_to_generated,freedownload,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/freedownload,
reference_to_generated,genre,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/genre,
reference_to_generated,group,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/group,
reference_to_generated,gtin,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/gtin,
reference_to_generated,has interpeter,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/interpreter,
reference_to_generated,has media type,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/media_type,
reference_to_generated,has record number,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/record_number,
reference_to_generated,has record side,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/record_side,
reference_to_generated,has_movement,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/movement,
reference_to_generated,has_track,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/has_track,
reference_to_generated,headliner,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/headliner,
reference_to_generated,homepage,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/homepage,
reference_to_generated,image,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/image,
reference_to_generated,imdb,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/imdb,
reference_to_generated,instrument,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/instrument,
reference_to_generated,ipi,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/ipi,
reference_to_generated,ismn,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/ismn,
reference_to_generated,isrc,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/isrc,
reference_to_generated,iswc,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/iswc,
reference_to_generated,item,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/item,
reference_to_generated,key,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/key,
reference_to_generated,label,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/label,
reference_to_generated,lc,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/lc,
reference_to_generated,licence,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/licence,
reference_to_generated,listened,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/listened,
reference_to_generated,listener,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/listener,
reference_to_generated,lyrics,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/lyrics,
reference_to_generated,mailorder,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/mailorder,
reference_to_generated,mashup_of,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/mashup_of,
reference_to_generated,medley_of,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/medley_of,
reference_to_generated,member,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/member,
reference_to_generated,member_of,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/member_of,
reference_to_generated,membership,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/membership,
reference_to_generated,meter,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/meter,
reference_to_generated,movement number,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/movement_number,
reference_to_generated,movementNum,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/movementNum,
reference_to_generated,musicbrainz,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/musicbrainz,
reference_to_generated,musicmoz,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/musicmoz,
reference_to_generated,myspace,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/myspace,
reference_to_generated,olga,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/olga,
reference_to_generated,onlinecommunity,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/onlinecommunity,
reference_to_generated,opus,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/opus,
reference_to_generated,origin,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/origin,
reference_to_generated,other_release_of,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/other_release_of,
reference_to_generated,paid download,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/paid_download,
reference_to_generated,paiddownload,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/paiddownload,
reference_to_generated,performance of,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/performance_of,
reference_to_generated,performed,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/performed,
reference_to_generated,performed in,RO_double_prime,0.0,True,http://purl.org/ontology/mo/performed_in,http://www.example.org/ontology/music#performedIn
reference_to_generated,performer,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/performer,
reference_to_generated,possess_item,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/possess_item,
reference_to_generated,preview,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/preview,
reference_to_generated,preview download,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/preview_download,
reference_to_generated,primary instrument,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/primary_instrument,
reference_to_generated,produced,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/produced,
reference_to_generated,produced score,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/produced_score,
reference_to_generated,produced signal,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/produced_signal,
reference_to_generated,produced signal group,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/produced_signal_group,
reference_to_generated,produced sound,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/produced_sound,
reference_to_generated,produced work,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/produced_work,
reference_to_generated,producer,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/producer,
reference_to_generated,producesSignal,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/producesSignal,
reference_to_generated,producesSound,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/producesSound,
reference_to_generated,producesWork,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/producesWork,
reference_to_generated,productOfComposition,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/productOfComposition,
reference_to_generated,publication of,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/publication_of,
reference_to_generated,publicationOf,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/publicationOf,
reference_to_generated,published,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/published,
reference_to_generated,published as,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/published_as,
reference_to_generated,publishedAs,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/publishedAs,
reference_to_generated,publisher,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/publisher,
reference_to_generated,publishingLocation,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/publishingLocation|http://purl.org/ontology/mo/publishing_location,
reference_to_generated,puid,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/puid,
reference_to_generated,record count,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/record_count,
reference_to_generated,recorded as,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/recorded_as,
reference_to_generated,recorded in,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/recorded_in,
reference_to_generated,recorded sound,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/recording_of,
reference_to_generated,recordedAs,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/recordedAs,
reference_to_generated,records,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/records,
reference_to_generated,release,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/release,
reference_to_generated,releaseStatus,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/releaseStatus,
reference_to_generated,releaseType,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/releaseType,
reference_to_generated,release_status,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/release_status,
reference_to_generated,release_type,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/release_type,
reference_to_generated,released record,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/record,
reference_to_generated,remaster_of,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/remaster_of,
reference_to_generated,remix_of,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/remix_of,
reference_to_generated,remixed,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/remixed,
reference_to_generated,remixer,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/remixer,
reference_to_generated,review,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/review,
reference_to_generated,sampleRate,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/sampleRate,
reference_to_generated,sample_rate,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/sample_rate,
reference_to_generated,sampled,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/sampled,
reference_to_generated,sampled version,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/sampled_version,
reference_to_generated,sampled version of,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/sampled_version_of,
reference_to_generated,sampledVersionOf,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/sampledVersionOf,
reference_to_generated,sampler,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/sampler,
reference_to_generated,sell_item,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/sell_item,
reference_to_generated,signal,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/signal,
reference_to_generated,signalTime,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/signalTime,
reference_to_generated,similar_to,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/similar_to,
reference_to_generated,singer,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/singer,
reference_to_generated,supporting_musician,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/supporting_musician,
reference_to_generated,tempo,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/tempo,
reference_to_generated,text,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/text,
reference_to_generated,time,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/time,
reference_to_generated,track,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/track,
reference_to_generated,track count,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/track_count,
reference_to_generated,track number,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/track_number,
reference_to_generated,trackNum,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/trackNum,
reference_to_generated,translation_of,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/translation_of,
reference_to_generated,tribute_to,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/tribute_to,
reference_to_generated,trmid,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/trmid,
reference_to_generated,universally unique identifier,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/uuid,
reference_to_generated,upc,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/upc,
reference_to_generated,usedInPerformance,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/usedInPerformance,
reference_to_generated,usedInRecording,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/usedInRecording,
reference_to_generated,usesSound,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/usesSound,
reference_to_generated,usesWork,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/usesWork,
reference_to_generated,want_item,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/want_item,
reference_to_generated,wikipedia,RO_triple_prime,0.0,False,http://purl.org/ontology/mo/wikipedia,
